"id","card_brand","card_type","current_age","age_range","address","gender","credit_score","labels"
346,Mastercard,Debit,90,"81-90","495 Ocean View Lane",Female,687,Sedang
347,Mastercard,Debit (Prepaid),28,"21-30","5671 Sussex Drive",Female,557,Buruk
348,Mastercard,Debit (Prepaid),49,"41-50","480 Seventh Lane",Female,719,Cukup Baik
349,Mastercard,Credit,40,"31-40","1943 Birch Street",Female,685,Sedang
350,Visa,Debit,62,"61-70","102 Seventh Avenue",Female,737,Cukup Baik
351,Visa,Debit,91,"91+","984 Little Creek Lane",Female,807,Cukup Baik
352,Amex,Credit,22,"21-30","32 Valley Drive",Male,680,Sedang
353,Mastercard,Debit,24,"21-30","932 Essex Street",Female,721,Cukup Baik
354,Mastercard,Debit,77,"71-80","9 Plum Boulevard",Female,713,Cukup Baik
355,Mastercard,Debit,22,"21-30","415 Madison Boulevard",Female,691,Sedang
356,Mastercard,Debit,50,"41-50","24 River Avenue",Female,691,Sedang
357,Mastercard,Debit,59,"51-60","645 Catherine Lane",Female,735,Cukup Baik
358,Visa,Debit,36,"31-40","65 Fifth Lane",Female,605,Sedang
359,Visa,Debit,66,"61-70","338 Littlewood Street",Male,799,Cukup Baik
360,Mastercard,Debit,43,"41-50","881 Plum Street",Male,791,Cukup Baik
361,Visa,Credit,43,"41-50","125 Plum Drive",Male,804,Cukup Baik
362,Visa,Credit,37,"31-40","6680 River Avenue",Male,792,Cukup Baik
363,Visa,Debit,52,"51-60","7508 Grant Street",Female,701,Cukup Baik
364,Visa,Debit,65,"61-70","9052 River Lane",Female,775,Cukup Baik
365,Amex,Credit,55,"51-60","1392 Plum Avenue",Female,719,Cukup Baik
366,Amex,Credit,50,"41-50","773 12th Street",Female,625,Sedang
367,Mastercard,Debit,27,"21-30","8893 Valley Drive",Female,756,Cukup Baik
368,Mastercard,Credit,75,"71-80","2842 Littlewood Avenue",Male,726,Cukup Baik
369,Mastercard,Debit,39,"31-40","5193 East Street",Male,788,Cukup Baik
370,Mastercard,Debit (Prepaid),61,"61-70","381 Fifth Lane",Male,655,Sedang
371,Mastercard,Debit,82,"81-90","19176 Grant Drive",Male,719,Cukup Baik
372,Mastercard,Debit,32,"31-40","4725 North Street",Male,756,Cukup Baik
373,Mastercard,Debit,61,"61-70","3270 Grant Avenue",Male,812,Cukup Baik
374,Visa,Debit,58,"51-60","50 Spruce Street",Male,689,Sedang
375,Visa,Credit,50,"41-50","4492 Grant Drive",Female,695,Sedang
376,Visa,Credit,50,"41-50","818 12th Lane",Female,773,Cukup Baik
377,Visa,Debit,80,"71-80","305 Pine Avenue",Female,750,Cukup Baik
378,Mastercard,Debit,18,"10-20","512 Second Avenue",Female,596,Buruk
379,Mastercard,Debit,47,"41-50","837 Lincoln Avenue",Female,765,Cukup Baik
380,Mastercard,Debit,46,"41-50","3551 Spruce Boulevard",Male,800,Cukup Baik
381,Mastercard,Debit,26,"21-30","5101 Birch Lane",Male,675,Sedang
382,Mastercard,Debit,55,"51-60","541 Tenth Street",Male,681,Sedang
383,Visa,Debit,48,"41-50","6606 Oak Drive",Male,760,Cukup Baik
384,Visa,Debit,20,"10-20","76089 Grant Boulevard",Male,702,Cukup Baik
385,Visa,Credit,79,"71-80","9983 Park Drive",Male,740,Cukup Baik
386,Visa,Debit,48,"41-50","3034 Third Boulevard",Male,655,Sedang
387,Amex,Credit,34,"31-40","8229 Bayview Avenue",Male,723,Cukup Baik
388,Amex,Credit,25,"21-30","6444 Maple Lane",Female,749,Cukup Baik
389,Amex,Credit,27,"21-30","9517 Ninth Street",Male,689,Sedang
390,Amex,Credit,30,"21-30","4328 Forest Boulevard",Male,681,Sedang
391,Amex,Credit,85,"81-90","31 Hill Boulevard",Female,731,Cukup Baik
392,Amex,Credit,50,"41-50","687 Fifth Boulevard",Female,775,Cukup Baik
393,Amex,Credit,41,"41-50","3536 Burns Street",Male,765,Cukup Baik
394,Amex,Credit,52,"51-60","514 Pine Boulevard",Male,684,Sedang
395,Amex,Credit,39,"31-40","1105 Wessex Avenue",Male,739,Cukup Baik
396,Amex,Credit,89,"81-90","711 South Boulevard",Female,735,Cukup Baik
397,Amex,Credit,30,"21-30","2328 Little Creek Avenue",Female,770,Cukup Baik
398,Amex,Credit,49,"41-50","6999 Lexington Lane",Female,737,Cukup Baik
399,Amex,Credit,37,"31-40","365 Ocean Lane",Female,802,Cukup Baik
400,Amex,Credit,46,"41-50","539 Pine Boulevard",Female,711,Cukup Baik
401,Amex,Credit,81,"81-90","84497 Valley Stream Drive",Male,806,Cukup Baik
402,Amex,Credit,47,"41-50","77931 Lincoln Avenue",Male,744,Cukup Baik
403,Amex,Credit,33,"31-40","699 Third Avenue",Male,759,Cukup Baik
404,Amex,Credit,44,"41-50","33 Seventh Boulevard",Male,625,Sedang
405,Amex,Credit,30,"21-30","640 Spruce Boulevard",Male,627,Sedang
406,Amex,Credit,23,"21-30","2418 Mill Drive",Female,641,Sedang
407,Amex,Credit,23,"21-30","9392 Fifth Avenue",Female,750,Cukup Baik
408,Amex,Credit,58,"51-60","690 Hill Lane",Female,741,Cukup Baik
409,Amex,Credit,54,"51-60","7561 Littlewood Street",Female,711,Cukup Baik
410,Amex,Credit,54,"51-60","72990 Second Drive",Female,610,Sedang
411,Amex,Credit,30,"21-30","649 Sussex Street",Male,775,Cukup Baik
412,Amex,Credit,25,"21-30","7091 Lexington Lane",Male,810,Cukup Baik
413,Amex,Credit,21,"21-30","1848 Mountain View Avenue",Male,660,Sedang
414,Amex,Credit,45,"41-50","471 Eighth Lane",Female,709,Cukup Baik
415,Amex,Credit,53,"51-60","7571 George Street",Male,763,Cukup Baik
416,Amex,Credit,86,"81-90","5220 Lincoln Street",Female,765,Cukup Baik
417,Amex,Credit,21,"21-30","320 Hillside Lane",Male,762,Cukup Baik
418,Amex,Credit,29,"21-30","7333 George Street",Male,693,Sedang
419,Amex,Credit,60,"51-60","933 Valley Lane",Male,734,Cukup Baik
420,Amex,Credit,22,"21-30","1651 Oak Drive",Male,744,Cukup Baik
421,Discover,Credit,53,"51-60","595 Valley Stream Drive",Female,790,Cukup Baik
422,Discover,Credit,19,"10-20","5378 Lafayette Avenue",Female,817,Cukup Baik
423,Discover,Credit,28,"21-30","19 El Camino Drive",Female,696,Sedang
424,Discover,Credit,24,"21-30","4020 Littlewood Street",Female,772,Cukup Baik
425,Discover,Credit,38,"31-40","8897 East Street",Male,688,Sedang
426,Discover,Credit,26,"21-30","8709 Fifth Street",Female,754,Cukup Baik
427,Discover,Credit,44,"41-50","33 Pine Lane",Female,705,Cukup Baik
428,Discover,Credit,39,"31-40","6405 Fifth Avenue",Male,689,Sedang
429,Discover,Credit,22,"21-30","8145 Spruce Boulevard",Male,683,Sedang
430,Discover,Credit,52,"51-60","903 Hill Boulevard",Female,685,Sedang
431,Discover,Credit,19,"10-20","973 Federal Avenue",Female,691,Sedang
432,Discover,Credit,55,"51-60","4329 El Camino Boulevard",Female,686,Sedang
433,Discover,Credit,49,"41-50","6829 Main Boulevard",Male,771,Cukup Baik
434,Discover,Credit,31,"31-40","7808 Lincoln Drive",Female,785,Cukup Baik
435,Discover,Credit,71,"71-80","5023 11th Avenue",Female,679,Sedang
436,Discover,Credit,20,"10-20","599 Hillside Drive",Female,623,Sedang
437,Discover,Credit,46,"41-50","9528 Hill Street",Female,718,Cukup Baik
438,Discover,Credit,32,"31-40","12960 El Camino Lane",Female,633,Sedang
439,Discover,Credit,33,"31-40","142 Valley Drive",Female,697,Sedang
440,Mastercard,Debit,43,"41-50","689 Valley Stream Lane",Female,703,Cukup Baik
441,Mastercard,Debit,41,"41-50","608 Washington Drive",Female,635,Sedang
442,Mastercard,Debit,47,"41-50","801 12th Drive",Male,791,Cukup Baik
443,Mastercard,Debit (Prepaid),31,"31-40","913 Mill Boulevard",Male,697,Sedang
444,Mastercard,Debit,24,"21-30","549 Ocean Boulevard",Female,748,Cukup Baik
445,Mastercard,Credit,42,"41-50","9864 Fifth Lane",Female,645,Sedang
446,Mastercard,Debit,23,"21-30","28 Madison Lane",Male,703,Cukup Baik
447,Mastercard,Debit,79,"71-80","5336 Tenth Drive",Male,796,Cukup Baik
448,Mastercard,Credit,41,"41-50","992 Martin Luther King Avenue",Male,698,Sedang
449,Mastercard,Debit,58,"51-60","901 Oak Street",Female,729,Cukup Baik
450,Mastercard,Debit,39,"31-40","253 Lexington Avenue",Male,739,Cukup Baik
451,Mastercard,Debit,65,"61-70","654 Birch Lane",Male,711,Cukup Baik
452,Mastercard,Debit,31,"31-40","557 Catherine Drive",Male,704,Cukup Baik
453,Mastercard,Debit,26,"21-30","682 Martin Luther King Avenue",Female,655,Sedang
454,Mastercard,Debit,88,"81-90","9192 Birch Lane",Female,751,Cukup Baik
455,Mastercard,Debit,41,"41-50","8676 River Avenue",Female,684,Sedang
456,Mastercard,Debit,54,"51-60","600 Grant Lane",Male,751,Cukup Baik
457,Mastercard,Debit (Prepaid),34,"31-40","378 West Boulevard",Female,705,Cukup Baik
458,Mastercard,Debit,46,"41-50","298 Federal Avenue",Male,530,Buruk
459,Mastercard,Debit,65,"61-70","9079 Second Drive",Male,734,Cukup Baik
460,Mastercard,Debit,65,"61-70","696 George Lane",Male,608,Sedang
461,Mastercard,Credit,42,"41-50","28 Hillside Boulevard",Female,784,Cukup Baik
462,Mastercard,Credit,63,"61-70","219 Ocean Avenue",Female,767,Cukup Baik
463,Mastercard,Debit,32,"31-40","412 Fifth Boulevard",Female,719,Cukup Baik
464,Mastercard,Debit,36,"31-40","2352 Bayview Boulevard",Male,850,Cukup Baik
465,Mastercard,Debit,47,"41-50","38318 West Drive",Male,724,Cukup Baik
466,Mastercard,Debit,58,"51-60","416 Madison Street",Female,643,Sedang
467,Mastercard,Debit,38,"31-40","969 Lexington Lane",Male,705,Cukup Baik
468,Mastercard,Debit,48,"41-50","76 Lexington Boulevard",Female,714,Cukup Baik
469,Mastercard,Credit,67,"61-70","488 Bayview Boulevard",Female,682,Sedang
470,Mastercard,Debit (Prepaid),56,"51-60","281 Martin Luther King Avenue",Male,747,Cukup Baik
471,Mastercard,Debit (Prepaid),52,"51-60","123 Ocean View Street",Male,629,Sedang
472,Mastercard,Debit,50,"41-50","4480 Hillside Avenue",Male,672,Sedang
473,Mastercard,Debit,33,"31-40","26191 George Drive",Female,682,Sedang
474,Mastercard,Debit,55,"51-60","455 Little Creek Boulevard",Male,683,Sedang
475,Mastercard,Credit,20,"10-20","135 Spruce Lane",Male,727,Cukup Baik
476,Mastercard,Debit,68,"61-70","26 El Camino Street",Male,724,Cukup Baik
477,Mastercard,Debit,57,"51-60","45 Maple Lane",Male,697,Sedang
478,Mastercard,Debit,54,"51-60","9939 Mill Lane",Male,803,Cukup Baik
479,Mastercard,Debit,57,"51-60","936 12th Street",Male,692,Sedang
480,Mastercard,Debit,50,"41-50","749 Oak Street",Male,713,Cukup Baik
481,Mastercard,Debit,18,"10-20","628 Norfolk Avenue",Male,653,Sedang
482,Mastercard,Debit,45,"41-50","195 Eighth Boulevard",Male,714,Cukup Baik
483,Mastercard,Credit,49,"41-50","253 West Drive",Female,713,Cukup Baik
484,Mastercard,Debit,84,"81-90","4819 Martin Luther King Drive",Female,718,Cukup Baik
485,Mastercard,Credit,39,"31-40","6889 Summit Lane",Male,665,Sedang
486,Mastercard,Debit,23,"21-30","938 Maple Boulevard",Male,810,Cukup Baik
487,Mastercard,Debit,52,"51-60","9028 Valley Stream Avenue",Male,735,Cukup Baik
488,Mastercard,Debit (Prepaid),34,"31-40","927 River Street",Male,745,Cukup Baik
489,Mastercard,Debit,36,"31-40","430 Grant Boulevard",Male,684,Sedang
490,Mastercard,Debit,86,"81-90","90 Lexington Drive",Male,699,Sedang
491,Mastercard,Debit,40,"31-40","2336 George Drive",Male,651,Sedang
492,Mastercard,Debit (Prepaid),41,"41-50","2397 Madison Avenue",Male,850,Cukup Baik
493,Mastercard,Debit,18,"10-20","33 Lafayette Lane",Male,786,Cukup Baik
494,Mastercard,Debit,39,"31-40","700 Rose Avenue",Male,779,Cukup Baik
495,Mastercard,Debit,49,"41-50","6427 Martin Luther King Drive",Male,831,Cukup Baik
496,Mastercard,Debit,47,"41-50","16893 Fifth Avenue",Male,730,Cukup Baik
497,Mastercard,Debit (Prepaid),63,"61-70","8414 Tenth Drive",Male,850,Cukup Baik
498,Mastercard,Credit,20,"10-20","53 Elm Street",Male,660,Sedang
499,Mastercard,Debit,23,"21-30","8373 Birch Boulevard",Male,742,Cukup Baik
500,Mastercard,Debit,21,"21-30","4497 Summit Boulevard",Female,749,Cukup Baik
501,Mastercard,Debit,24,"21-30","952 Plum Avenue",Male,765,Cukup Baik
502,Mastercard,Debit,46,"41-50","434 Bayview Avenue",Male,745,Cukup Baik
503,Mastercard,Credit,47,"41-50","54 Valley Lane",Female,694,Sedang
504,Mastercard,Credit,38,"31-40","377 Mountain View Drive",Female,705,Cukup Baik
505,Mastercard,Debit,39,"31-40","31 Lincoln Avenue",Female,609,Sedang
506,Mastercard,Credit,56,"51-60","2742 El Camino Boulevard",Male,733,Cukup Baik
507,Mastercard,Credit,22,"21-30","79 Burns Drive",Male,695,Sedang
508,Mastercard,Debit,24,"21-30","3221 Tenth Lane",Male,757,Cukup Baik
509,Mastercard,Debit (Prepaid),33,"31-40","239 Sussex Drive",Male,702,Cukup Baik
510,Mastercard,Debit (Prepaid),27,"21-30","311 Little Creek Boulevard",Male,777,Cukup Baik
511,Mastercard,Debit,66,"61-70","153 Tenth Lane",Male,661,Sedang
512,Mastercard,Debit,48,"41-50","3248 Summit Lane",Male,718,Cukup Baik
513,Mastercard,Debit (Prepaid),24,"21-30","841 Spruce Drive",Male,712,Cukup Baik
514,Mastercard,Debit,58,"51-60","967 Norfolk Avenue",Male,698,Sedang
515,Mastercard,Debit,61,"61-70","9525 First Boulevard",Male,676,Sedang
516,Mastercard,Debit,35,"31-40","34 Summit Drive",Male,697,Sedang
517,Mastercard,Debit (Prepaid),33,"31-40","87 Ocean Avenue",Male,811,Cukup Baik
518,Mastercard,Credit,31,"31-40","558 North Street",Male,523,Buruk
519,Mastercard,Debit (Prepaid),57,"51-60","839 East Avenue",Female,770,Cukup Baik
520,Mastercard,Debit,45,"41-50","3346 Hillside Street",Male,766,Cukup Baik
521,Mastercard,Debit,21,"21-30","1241 11th Boulevard",Female,652,Sedang
522,Mastercard,Debit (Prepaid),26,"21-30","4726 Third Street",Female,774,Cukup Baik
523,Mastercard,Debit,27,"21-30","444 Forest Boulevard",Female,773,Cukup Baik
524,Mastercard,Debit (Prepaid),57,"51-60","252 Eighth Lane",Male,726,Cukup Baik
525,Mastercard,Debit,55,"51-60","959 Tenth Street",Male,703,Cukup Baik
526,Mastercard,Debit (Prepaid),51,"51-60","54870 Lexington Drive",Female,627,Sedang
527,Mastercard,Credit,58,"51-60","217 Fifth Lane",Male,636,Sedang
528,Mastercard,Debit (Prepaid),38,"31-40","5661 Forest Avenue",Male,718,Cukup Baik
529,Mastercard,Debit,55,"51-60","9604 West Boulevard",Male,721,Cukup Baik
530,Mastercard,Debit,78,"71-80","34533 Ninth Avenue",Male,682,Sedang
531,Mastercard,Debit,18,"10-20","6294 Essex Drive",Male,722,Cukup Baik
532,Mastercard,Credit,27,"21-30","2282 Main Drive",Male,775,Cukup Baik
533,Mastercard,Credit,22,"21-30","385 Lexington Boulevard",Male,677,Sedang
534,Mastercard,Debit (Prepaid),27,"21-30","31919 Summit Boulevard",Female,790,Cukup Baik
535,Mastercard,Debit,51,"51-60","1248 Second Drive",Female,643,Sedang
536,Mastercard,Debit (Prepaid),21,"21-30","894 Catherine Boulevard",Male,789,Cukup Baik
537,Mastercard,Debit,19,"10-20","35 Fifth Street",Female,703,Cukup Baik
538,Mastercard,Credit,66,"61-70","7888 Fourth Street",Female,814,Cukup Baik
539,Mastercard,Debit,21,"21-30","3701 Birch Street",Female,765,Cukup Baik
540,Mastercard,Debit,25,"21-30","76009 Valley Stream Boulevard",Female,634,Sedang
541,Mastercard,Debit (Prepaid),51,"51-60","2699 Littlewood Avenue",Female,645,Sedang
542,Mastercard,Debit,52,"51-60","4092 El Camino Lane",Female,704,Cukup Baik
543,Mastercard,Debit,43,"41-50","742 Lake Street",Female,749,Cukup Baik
544,Mastercard,Debit (Prepaid),34,"31-40","100 Rose Lane",Female,676,Sedang
545,Mastercard,Debit,55,"51-60","22 First Boulevard",Male,715,Cukup Baik
546,Mastercard,Debit,51,"51-60","599 East Lane",Male,681,Sedang
547,Mastercard,Debit,70,"61-70","111 Hillside Avenue",Male,778,Cukup Baik
548,Mastercard,Debit,33,"31-40","81 Wessex Drive",Male,809,Cukup Baik
549,Mastercard,Credit,51,"51-60","774 Wessex Lane",Male,719,Cukup Baik
550,Mastercard,Credit,76,"71-80","4937 Maple Lane",Male,763,Cukup Baik
551,Mastercard,Debit,65,"61-70","54 George Avenue",Male,776,Cukup Baik
552,Mastercard,Debit,54,"51-60","1416 Bayview Avenue",Male,602,Sedang
553,Mastercard,Debit,73,"71-80","471 Ocean Boulevard",Male,628,Sedang
554,Mastercard,Debit,59,"51-60","6310 Sixth Street",Male,690,Sedang
555,Mastercard,Debit,31,"31-40","6692 Lake Street",Male,514,Buruk
556,Mastercard,Debit,46,"41-50","5659 Park Avenue",Male,715,Cukup Baik
557,Mastercard,Credit,59,"51-60","350 Jefferson Boulevard",Male,669,Sedang
558,Mastercard,Debit,19,"10-20","29894 Martin Luther King Lane",Male,692,Sedang
559,Mastercard,Debit,56,"51-60","593 Valley Stream Drive",Male,490,Tidak Baik
560,Mastercard,Debit (Prepaid),59,"51-60","9099 Little Creek Drive",Male,676,Sedang
561,Mastercard,Debit,48,"41-50","604 Pine Street",Male,834,Cukup Baik
562,Mastercard,Debit,37,"31-40","1059 Elm Avenue",Female,673,Sedang
563,Mastercard,Debit,70,"61-70","3485 Federal Avenue",Male,737,Cukup Baik
564,Mastercard,Debit (Prepaid),57,"51-60","2288 Pine Lane",Male,765,Cukup Baik
565,Mastercard,Debit,54,"51-60","6721 Sussex Drive",Male,757,Cukup Baik
566,Mastercard,Credit,60,"51-60","8179 Valley Stream Drive",Female,814,Cukup Baik
567,Mastercard,Debit,25,"21-30","9804 Third Street",Male,761,Cukup Baik
568,Mastercard,Debit,24,"21-30","5573 Sixth Lane",Male,778,Cukup Baik
569,Mastercard,Debit,52,"51-60","29 Martin Luther King Lane",Male,662,Sedang
570,Mastercard,Debit,34,"31-40","6781 Ocean View Drive",Male,625,Sedang
571,Mastercard,Credit,42,"41-50","8580 Valley Stream Avenue",Male,739,Cukup Baik
572,Mastercard,Credit,29,"21-30","202 Washington Drive",Male,680,Sedang
573,Mastercard,Debit,52,"51-60","7970 Little Creek Drive",Male,589,Buruk
574,Mastercard,Debit (Prepaid),22,"21-30","7296 Second Lane",Male,713,Cukup Baik
575,Mastercard,Debit,84,"81-90","6478 Valley Stream Avenue",Male,813,Cukup Baik
576,Mastercard,Debit,68,"61-70","478 Hill Avenue",Female,638,Sedang
577,Mastercard,Debit,28,"21-30","769 Madison Drive",Female,763,Cukup Baik
578,Mastercard,Credit,75,"71-80","5934 Essex Boulevard",Male,777,Cukup Baik
579,Mastercard,Credit,30,"21-30","774 Park Lane",Male,772,Cukup Baik
580,Mastercard,Debit,35,"31-40","5094 Lafayette Boulevard",Male,768,Cukup Baik
581,Mastercard,Debit,48,"41-50","1813 Second Lane",Male,684,Sedang
582,Mastercard,Debit,53,"51-60","415 Lafayette Drive",Male,583,Buruk
583,Mastercard,Debit (Prepaid),64,"61-70","28 West Lane",Male,636,Sedang
584,Mastercard,Debit,61,"61-70","8823 South Drive",Male,743,Cukup Baik
585,Mastercard,Debit,52,"51-60","5581 Federal Street",Male,584,Buruk
586,Mastercard,Debit,37,"31-40","372 12th Boulevard",Male,751,Cukup Baik
587,Mastercard,Debit (Prepaid),20,"10-20","5310 Hillside Avenue",Male,643,Sedang
588,Mastercard,Debit,21,"21-30","2183 Catherine Boulevard",Male,844,Cukup Baik
589,Mastercard,Debit (Prepaid),58,"51-60","250 Hillside Drive",Male,595,Buruk
590,Mastercard,Debit,37,"31-40","300 West Avenue",Male,724,Cukup Baik
591,Mastercard,Debit,50,"41-50","320 Second Street",Male,696,Sedang
592,Mastercard,Credit,68,"61-70","69 Spruce Avenue",Male,714,Cukup Baik
593,Mastercard,Debit,19,"10-20","804 Seventh Boulevard",Male,635,Sedang
594,Mastercard,Debit,29,"21-30","7109 Rose Street",Male,698,Sedang
595,Mastercard,Debit,79,"71-80","132 Lexington Drive",Male,699,Sedang
596,Mastercard,Debit,28,"21-30","914 George Street",Male,721,Cukup Baik
597,Mastercard,Debit (Prepaid),72,"71-80","5138 North Drive",Male,736,Cukup Baik
598,Mastercard,Credit,47,"41-50","305 Elm Street",Male,628,Sedang
599,Mastercard,Debit (Prepaid),26,"21-30","4872 Lexington Avenue",Male,722,Cukup Baik
600,Mastercard,Debit,18,"10-20","2819 Littlewood Lane",Male,578,Buruk
601,Mastercard,Debit (Prepaid),68,"61-70","5828 Wessex Drive",Male,761,Cukup Baik
602,Mastercard,Credit,57,"51-60","46 South Street",Male,681,Sedang
603,Mastercard,Debit,42,"41-50","66 Norfolk Avenue",Female,611,Sedang
604,Mastercard,Credit,60,"51-60","53 Madison Street",Male,736,Cukup Baik
605,Mastercard,Debit,42,"41-50","663 Summit Boulevard",Male,725,Cukup Baik
606,Mastercard,Debit,48,"41-50","1773 Hill Street",Male,747,Cukup Baik
607,Mastercard,Debit,25,"21-30","55 Third Drive",Male,771,Cukup Baik
608,Mastercard,Debit,32,"31-40","702 Grant Drive",Male,769,Cukup Baik
609,Mastercard,Debit (Prepaid),59,"51-60","795 Tenth Street",Male,717,Cukup Baik
610,Mastercard,Debit,18,"10-20","36 First Drive",Male,713,Cukup Baik
611,Mastercard,Debit,23,"21-30","16 Jefferson Drive",Male,758,Cukup Baik
612,Mastercard,Debit,88,"81-90","336 North Street",Female,838,Cukup Baik
613,Mastercard,Debit (Prepaid),39,"31-40","7549 Fourth Lane",Female,712,Cukup Baik
614,Mastercard,Credit,84,"81-90","129 Sussex Street",Female,779,Cukup Baik
615,Mastercard,Debit (Prepaid),35,"31-40","3963 Essex Drive",Female,713,Cukup Baik
616,Mastercard,Debit,45,"41-50","4173 Wessex Avenue",Female,586,Buruk
617,Mastercard,Debit,27,"21-30","5048 Catherine Drive",Female,691,Sedang
618,Mastercard,Debit,32,"31-40","3525 Second Lane",Male,701,Cukup Baik
619,Mastercard,Debit,54,"51-60","498 Littlewood Avenue",Male,748,Cukup Baik
620,Mastercard,Debit (Prepaid),26,"21-30","930 Mill Drive",Male,588,Buruk
621,Mastercard,Debit,51,"51-60","2227 Federal Lane",Male,612,Sedang
622,Mastercard,Debit (Prepaid),23,"21-30","986 East Avenue",Male,738,Cukup Baik
623,Mastercard,Debit,63,"61-70","3283 Park Lane",Male,616,Sedang
624,Mastercard,Debit,33,"31-40","515 Spruce Boulevard",Male,710,Cukup Baik
625,Mastercard,Debit,19,"10-20","4135 Valley Stream Lane",Female,680,Sedang
626,Mastercard,Debit (Prepaid),22,"21-30","394 Essex Boulevard",Female,746,Cukup Baik
627,Mastercard,Debit,50,"41-50","6669 Burns Street",Male,717,Cukup Baik
628,Mastercard,Debit,57,"51-60","4 George Lane",Male,815,Cukup Baik
629,Mastercard,Debit (Prepaid),72,"71-80","4388 Hillside Street",Male,793,Cukup Baik
630,Mastercard,Debit,60,"51-60","1583 Grant Avenue",Male,491,Tidak Baik
631,Mastercard,Credit,83,"81-90","273 Elm Drive",Female,682,Sedang
632,Mastercard,Credit,20,"10-20","12694 Fourth Boulevard",Female,703,Cukup Baik
633,Mastercard,Credit,36,"31-40","5506 Fifth Boulevard",Female,743,Cukup Baik
634,Mastercard,Debit,49,"41-50","5063 Seventh Avenue",Female,683,Sedang
635,Mastercard,Debit,25,"21-30","5338 Fifth Boulevard",Female,731,Cukup Baik
636,Mastercard,Credit,47,"41-50","1342 Hill Lane",Female,793,Cukup Baik
637,Mastercard,Debit,42,"41-50","794 Lake Street",Female,771,Cukup Baik
638,Mastercard,Debit,65,"61-70","674 Elm Boulevard",Female,679,Sedang
639,Mastercard,Debit,55,"51-60","82 Jefferson Avenue",Female,654,Sedang
640,Mastercard,Debit,29,"21-30","8677 Littlewood Lane",Female,629,Sedang
641,Mastercard,Debit,62,"61-70","878 Forest Street",Male,735,Cukup Baik
642,Mastercard,Debit,35,"31-40","96 Ninth Drive",Female,648,Sedang
643,Mastercard,Debit,29,"21-30","892 Spruce Street",Female,697,Sedang
644,Mastercard,Debit,58,"51-60","511 Grant Avenue",Female,741,Cukup Baik
645,Mastercard,Debit,63,"61-70","174 Catherine Boulevard",Female,750,Cukup Baik
646,Mastercard,Debit (Prepaid),38,"31-40","354 Federal Street",Female,786,Cukup Baik
647,Mastercard,Debit,31,"31-40","27 Birch Avenue",Female,758,Cukup Baik
648,Mastercard,Debit,40,"31-40","466 Pine Drive",Female,674,Sedang
649,Mastercard,Credit,48,"41-50","9 Fourth Drive",Male,847,Cukup Baik
650,Mastercard,Debit,45,"41-50","3916 Tenth Boulevard",Male,707,Cukup Baik
651,Mastercard,Credit,53,"51-60","810 Summit Lane",Female,643,Sedang
652,Mastercard,Debit,82,"81-90","9952 South Lane",Female,784,Cukup Baik
653,Mastercard,Debit,19,"10-20","939 Lake Drive",Female,745,Cukup Baik
654,Mastercard,Debit,47,"41-50","646 South Lane",Female,524,Buruk
655,Mastercard,Debit (Prepaid),49,"41-50","211 Lexington Drive",Female,552,Buruk
656,Mastercard,Credit,61,"61-70","98 Ninth Street",Female,704,Cukup Baik
657,Mastercard,Debit,83,"81-90","2780 Martin Luther King Drive",Female,705,Cukup Baik
658,Mastercard,Debit,40,"31-40","7476 First Lane",Female,725,Cukup Baik
659,Mastercard,Debit,57,"51-60","5079 Sussex Avenue",Male,812,Cukup Baik
660,Mastercard,Debit,31,"31-40","256 Jefferson Street",Female,680,Sedang
661,Mastercard,Debit,64,"61-70","894 Ocean Avenue",Male,566,Buruk
662,Mastercard,Credit,32,"31-40","670 Tenth Drive",Female,822,Cukup Baik
663,Mastercard,Credit,68,"61-70","6398 Lake Lane",Female,655,Sedang
664,Mastercard,Credit,22,"21-30","751 Fifth Street",Female,697,Sedang
665,Mastercard,Debit,81,"81-90","374 Lexington Street",Female,790,Cukup Baik
666,Mastercard,Debit,57,"51-60","919 Lafayette Avenue",Male,725,Cukup Baik
667,Mastercard,Credit,83,"81-90","588 Lincoln Street",Male,714,Cukup Baik
668,Mastercard,Debit (Prepaid),87,"81-90","8569 Wessex Boulevard",Female,747,Cukup Baik
669,Mastercard,Credit,38,"31-40","2182 Martin Luther King Street",Female,683,Sedang
670,Mastercard,Debit,21,"21-30","7469 El Camino Street",Female,801,Tidak Baik
671,Mastercard,Debit,37,"31-40","363 Main Lane",Female,769,Cukup Baik
672,Mastercard,Debit,37,"31-40","95873 Madison Boulevard",Male,722,Cukup Baik
673,Mastercard,Debit,48,"41-50","1772 Essex Boulevard",Male,722,Cukup Baik
674,Mastercard,Credit,63,"61-70","13 Sixth Boulevard",Female,756,Cukup Baik
675,Mastercard,Debit,40,"31-40","42 Martin Luther King Drive",Male,724,Cukup Baik
676,Mastercard,Credit,40,"31-40","663 Third Drive",Male,775,Cukup Baik
677,Mastercard,Debit,40,"31-40","855 Sussex Avenue",Male,729,Cukup Baik
678,Mastercard,Debit,63,"61-70","861 Martin Luther King Boulevard",Female,850,Cukup Baik
679,Mastercard,Debit,57,"51-60","1690 Main Avenue",Male,765,Cukup Baik
680,Mastercard,Debit,42,"41-50","800 Madison Street",Female,799,Cukup Baik
681,Mastercard,Debit,19,"10-20","95 Main Avenue",Female,654,Sedang
